,Autoformer,BiMamba,CARD,Chronos,CoST,Crossformer,DLinear,FITS,FedFormer,GPT4TS,GUMNet,GUMNetHet,GUMNet_Adaptive,GUMNet_Decomp,GUMNet_Diffusion,GUMNet_Fourier,GUMNet_Fusion,GUMNet_Graph,GUMNet_Mamba,GUMNet_MoE_Sparse,GUMNet_Patch,GUMNet_RL,GUMNet_Wavelet,GUMNet_iTrans,Gated_TabNet,Informer,LTSF_Linear,Lag_Llama,MambaFormer,Moirai,NBEATS,NHits,PatchTST,RLinear,Reformer,S_Mamba,TEMPO,TFT,TTM,TimeMachine,TimeMixer,TimeXer,Time_MoE,TimesFM,TimesNet,UniTS,iTransformer
Autoformer,1.0,0.0011806200152919555,0.042746372436392344,0.5910070159679801,0.012225833994040425,0.15915658099374586,0.06361089437773382,0.0019484757202292702,0.24504286593386104,0.9231174854654536,0.0025432733632515525,0.12282053492926215,0.16511115781262253,0.015240262180952868,0.9724174398039243,0.03486224506637825,0.4009045319286484,0.42714935974469204,0.040890853032582,0.01903455872296589,0.09890168034854585,0.06793417422080994,0.30825693779377317,0.27174156281101935,0.03711703648804443,0.5343245863744013,0.025522262874776436,0.08742035373396995,0.46581595376689444,0.0016069477813995814,0.11194944333737467,0.009447515120466043,0.0017717834065162918,0.010399173730027078,0.12357043715956406,0.040611780506371264,0.7439293424389817,0.0376381105837984,0.0015561589424466504,0.08166027181503877,0.1432421784979674,0.5225275032643975,0.00025773511319981957,0.005876010508155005,0.032930229675856015,0.008142920307471435,0.024492040843296925
BiMamba,0.0011806200152919555,1.0,0.1130970356925789,0.8778669537596073,0.15222826333069506,0.2755331007323809,0.5119817552724863,0.0073423317284559975,0.041430105168881015,0.4177393365329398,0.005644385841645061,0.2800482125246344,0.30060288409491487,0.047817354511054955,0.5463538784009994,0.08210038172793799,0.6657387614683214,0.9091516244153299,0.1112341763943745,0.054534643874607935,0.2479068063290193,0.16878745246359106,0.6162422572155082,0.4931484972059854,0.09044786763882184,0.33625564021892673,0.20908632138160455,0.16983908727075403,0.7468600763741615,0.003473095703335316,0.2550535007007144,0.030087903775111613,0.0038155118365017504,0.02503905623387581,0.5533636325897491,0.6313945139854003,0.24982748666662058,0.09380621080455698,0.006828121100830087,0.7161579819135055,0.5245597339771892,0.7702271227042208,0.0025689756931810415,0.013933449484401228,0.11298131052991045,0.017773304599301154,0.05642706908727968
CARD,0.042746372436392344,0.1130970356925789,1.0,0.09438219073878495,0.12373308583782183,0.9892986503903842,0.06528401087788227,0.1299314071683897,0.00035633968896586765,0.0034132054711655258,1.4719330719392687e-05,0.12842321914236554,0.8285249728035131,0.243793874332501,5.920002110748612e-07,0.07935668575529009,0.02839841279539823,0.003526736548987941,0.8188546527944736,0.08585522225121944,0.07864403853090907,0.4197265779558923,0.000577227466107999,0.12251002171330438,0.47600761646041745,0.026917974273131362,0.10380379149189434,0.6053476393517698,0.13363561035867177,6.303583806488433e-06,0.09421784287243429,0.10340385179096412,2.181191901851065e-05,0.00045562973038548726,0.03899369058838831,0.11236189072454539,0.015068867425083177,0.3569114585446025,0.1264166469264767,0.07385869507056197,0.020834757211551036,0.20346534698687502,0.8800915735900574,1.8078251202702234e-05,0.2930044153831617,0.00019449344473376762,0.031824150861045064
Chronos,0.5910070159679801,0.8778669537596073,0.09438219073878495,1.0,0.7430150315748705,0.07001094106733707,0.7839493480174111,0.027258454809541144,0.20445667406008394,0.5159541535154522,2.672487660060341e-05,0.2875799011475788,0.19067339697211905,0.055280685371367655,0.36907960379764626,0.04167163320654099,0.6581586954054428,0.9085724334081167,0.1170928348607565,0.041295212814241644,0.2925824339878462,0.14677872350134114,0.7448338283306222,0.524895416837984,0.0379862363329464,0.23599536824039413,0.7423976505719259,0.04960554905482417,0.8285810004786935,1.0349726673686277e-05,0.22448189264515617,0.035650950867542885,1.2401659169380963e-05,0.0022139342942966156,0.930053805456891,0.9669666503323044,0.6189204266693609,0.052410551903996794,0.03630778256792477,0.9487480538260444,0.8703390225893295,0.7686534725648655,0.24552567326644437,0.00039691318128043385,0.2398267490132706,0.00021779744308436655,0.009038818080964184
CoST,0.012225833994040425,0.15222826333069506,0.12373308583782183,0.7430150315748705,1.0,0.38071315513737103,0.05990931072370009,0.0010317629462162081,0.001021662072974605,0.02357642620054956,0.0017915129345411618,0.45620693320752226,0.40207596405769586,0.03366189534857211,0.07060285676758338,0.07726542557236438,0.9765535735735746,0.3699415890933029,0.12179357994553541,0.04016416805612044,0.38500043860073263,0.2217354000922036,0.9318724768950299,0.7498782276497269,0.09055766150516309,0.16284030301814267,0.9911649875760808,0.2132417415393577,0.8852668679779048,0.000862852880538556,0.3899686247377314,0.0156327608856206,0.0010385998761988091,0.01315054575427177,0.4345200983508959,0.22157142763603477,0.0034734158233602486,0.09975239183956797,0.0003668312836266896,0.2129571935342267,0.5519696283011126,0.9162108334150614,0.0008570386216828485,0.006079119268240563,0.1520651835996516,0.009726277785806037,0.047123615092436344
Crossformer,0.15915658099374586,0.2755331007323809,0.9892986503903842,0.07001094106733707,0.38071315513737103,1.0,0.21563857728133828,0.49422754987836015,0.012935041691258364,0.05948415647397076,0.0006949694379467797,0.4589465168267024,0.8664297774681324,0.6736708263304563,0.005223051729922545,0.3075610201033845,0.036864426785615745,0.09352057976722117,0.9293977665212347,0.49137756418927636,0.5401849139604988,0.8057969387862887,0.11141491894994404,0.29526816463962846,0.7289403928180151,0.03103035820710276,0.3568514319114984,0.649691267660431,0.20003383628677485,0.0005221516148263827,0.48330573012249367,0.5820059790751246,0.0009745994670602443,0.03920209015418563,0.23851292016370862,0.2943798171824199,0.12093775096314618,0.7178709551275304,0.5245501163737574,0.24768708798640304,0.22472791223722788,0.12965472702261915,0.9380401714868218,0.008613746791391819,0.6931884179970331,0.0015110016528454562,0.12610822729653837
DLinear,0.06361089437773382,0.5119817552724863,0.06528401087788227,0.7839493480174111,0.05990931072370009,0.21563857728133828,1.0,0.0032246874257890745,0.05635428831391054,0.5686616291210829,0.00326563282314285,0.18991478144302,0.231572102738828,0.02515086611324957,0.6618012412678578,0.04812216813529813,0.5620492481525803,0.7278599508599539,0.06492123604689248,0.0278661551451167,0.15945392395763514,0.10608211992508942,0.4776532510401712,0.38903148626514295,0.05941201400539864,0.3850164690253868,0.09800745505867203,0.12156391201928374,0.6437795515057823,0.002071890966233836,0.1734489795236156,0.013936762825691895,0.0023283782535614694,0.01423026387971027,0.3496546964032654,0.3596466994093128,0.35297316127241096,0.0563150375008965,0.002243315194188966,0.33774865936185394,0.3237472368531624,0.6840527210077454,0.0009255495999176411,0.0077770945130613,0.054414814965930036,0.01051825525611405,0.03403121106415741
FITS,0.0019484757202292702,0.0073423317284559975,0.1299314071683897,0.027258454809541144,0.0010317629462162081,0.49422754987836015,0.0032246874257890745,1.0,8.120046844695139e-06,3.2065849744356e-06,0.007812345463966919,0.029732897518224055,0.3825774199635039,0.4321383737733915,1.7558570057918388e-06,0.9475289618024267,0.025414676043355122,0.0004948769500932038,0.22199384579429715,0.8258737904725362,0.02107268810374774,0.0860582782228394,0.003239766093132257,0.0813406513448891,0.3924689905484102,0.009524104030592673,0.0009742155851149015,0.6157909522317131,0.05104894696045781,0.0025627191689601148,0.03775035948988381,0.4650083143984003,0.0030396613588559163,0.2665953411111128,0.0002373912531770106,0.005832977777343595,0.00030253025539073164,0.4079995467581008,0.8834913269196925,0.002193919536215283,0.00015742607350111015,0.0918437745711882,0.1100213292442822,0.0763709523470677,0.020926139530046628,0.1070514973933474,0.6520411078775115
FedFormer,0.24504286593386104,0.041430105168881015,0.00035633968896586765,0.20445667406008394,0.001021662072974605,0.012935041691258364,0.05635428831391054,8.120046844695139e-06,1.0,0.23113476042322412,1.551407344635436e-05,0.0028937329248248655,0.016438743822437374,3.166828412681788e-05,0.23828343403234964,0.00035493952317633415,0.051569957623812224,0.0036067377470179185,0.00019503469208337343,0.0001108853934623788,0.0013505439600201008,0.0009781367623082904,0.012662386141381266,0.0244032683478439,0.00038289203536368,0.845405770641781,0.0005258035344972711,0.002363141543844094,0.08613442427962292,7.958472051816656e-06,0.0015245876978045025,4.692845250020561e-05,1.2096507236325493e-05,5.4968033182056786e-05,0.0036923723376671713,0.019584336728200258,0.1367253388592098,0.0001971050985201117,5.171015735161433e-06,0.014441585887137398,0.0001247398121637655,0.15062858897005516,1.5203973287025718e-06,2.1319521890772464e-05,1.0140043720685554e-05,4.131277163232916e-05,0.00031439732320137637
GPT4TS,0.9231174854654536,0.4177393365329398,0.0034132054711655258,0.5159541535154522,0.02357642620054956,0.05948415647397076,0.5686616291210829,3.2065849744356e-06,0.23113476042322412,1.0,2.3524863479451597e-05,0.02495956891327511,0.06846024403981166,0.000823506444715516,0.9622726509197723,0.004096937741549844,0.2869625739610857,0.3369058587504843,0.004715019674963461,0.0014010515964968384,0.027326348339487216,0.009377941653287536,0.1765114831082788,0.16021795674947215,0.002728846903810922,0.4405666551714025,0.018447204758702762,0.017998915495071488,0.390668633794542,9.066581919903172e-06,0.025957804543628615,0.00017665117346643555,1.0335999248933803e-05,0.0002889037418492002,0.0850985616559996,0.20747101945974467,0.9226740150195398,0.0028694133704199043,3.6471421418493577e-06,0.22109502576085083,0.07850071215879617,0.4413342732830654,4.3758506115043616e-05,8.507017400871675e-05,0.0031985929172861916,0.0002409867971691071,0.00285975212215539
